label,content,synonym_aug,back_translation
2,Natural disaster or man-made tragedy of gigantic proportion caused by mishandling of water flow of dams; what is causing concern in Delhi is delay by Kerala Govt in submitting official data abt extent of damages caused in man-made floods,Natural disaster or man - made tragedy of gigantic dimension caused by mishandling of water menses of dams; what is causing concern in Delhi is delay by Kerala Govt in submitting official datum abt extent of damages caused in man - throw floods,Natural disasters or man-made tragedies on a gigantic scale caused by the mishandling of water flows from dams; what is of concern in Delhi is the delay by the Kerala government in providing official data on the extent of damage caused by man-made floods.
3,RT @dr_ashok_m: May the Lord grant speedy relief and solace to victims of #ItalyEarthquake and peace to departed souls,RT @ dr_ashok_m: May the Lord grant speedy rest period and solace to victims of # ItalyEarthquake and peace to departed soulfulness,RT @ dr _ ashok _ m: May the Lord grant quick help and comfort to the victims of the # ItalyEarthquake and peace to the souls who have died.
5,"@t_danecki White people are going to be physically destroyed by Indian families moving in next door? Lol. How did we manage to have such Thanos-esque powers? My familys been living in mostly white Nebraska for ages and the whites around us continue to exist, somehow. No disintegrations.","@ t_danecki Patrick victor martindale white people are hold out to be physically destroyed by Native american families moving in next door? Lol. How did we superintend to have such Thanos - esque tycoon? My familys been living in mostly white Nebraska for ages and the whites around us continue to exist, somehow. No disintegrations.","@ t _ danecki White people will be physically destroyed when Indian families next door move in? Lol. How did we manage to have such Thanos-like powers? My families have lived predominantly in white Nebraska for ages, and the whites around us somehow continue to exist."
2,#KeralaFloods | Construction workers restoring the Salem-Kochi highway at Kuthiran that was damaged by the landslides last week. The landslides had occurred near the tunnel that was being constructed on the highway for the smooth flow of traffic. #DH_Video by @sivaetb,# KeralaFloods | Building workers bushel the Salem - Kochi highway at Kuthiran that was damage by the landslide last week. The landslides had occurred close the burrow that was being build on the highway for the smooth flow of dealings. # DH_Video by @ sivaetb,"# KeralaFloods | Construction workers repair the Salem-Kochi highway in Kuthiran damaged by last week's landslides, which occurred near the tunnel built on the highway for smooth traffic flow. # DH _ Video by @ sivaetb"
5,Thank goodness the feared tsunami did not appear!,Thank goodness the feared tsunami do non appear!,Thank God the feared tsunami did not occur!
3,Thanks to the #world ❤️἞E἟9  #ItalyEarthquake #terremoto,Thanks to the # world ❤ ️ ἞ E ἟ 9 # ItalyEarthquake # terremoto,Thanks to the # world ❤ ️ E9 # ItalyEarthquake # terremoto
3,Standing with the flood affected people of Kerala.. Will be back in Kochi on 8th September after my vacation,Standing with the flood affected people of Kerala. . Will make up back in Kochi on eighth September after my vacation,Standing with the flood affected people in Kerala.. Will be back in Kochi on September 8 after my holiday
4,Palakkad: Massive landslides have occurred at Nelliyampathy hill roads. Road clearing operations underway #Kerala,Palakkad: Massive landslides have occurred at Nelliyampathy alfred hawthorne roads. Route straighten out operation underway # Kerala,Palakkad: Massive landslides have occurred on the streets of Nelliyampathy.
8,The Camp Fire Animals Need our Help❤❤❤❤,The Inner circle Fire Animals Need our Help ❤ ❤ ❤ ❤,The animals around the campfire need our help.
2,RT @S_T_O_P_TERROR: This photo shows the level of destruction of #ItalyEarthquake,RT @ S_T_O_P_TERROR: This photograph show up the level of death of # ItalyEarthquake,RT @ S _ T _ O _ P _ TERROR: This photo shows the extent of the destruction caused by # ItalyEarthquake
4,"Mantario trail is currently closed due to a wildfire. Be safe out in the Whiteshell this weekend, high winds and no rain in the forecast.","Mantario lead be currently closed due to a wildfire. Constitute safe proscribed in the Whiteshell this weekend, high wind and no rain in the prognosis.","The Mantario Trail is currently closed due to a forest fire. Be safe in the Whiteshell this weekend, strong winds and no rain in the forecast."
7,God bless our evacuees,God sign our evacuees,God bless our evacuees
5,"Is this arrogance? Or is this the level they will stoop to, to prove something as ridiculous as their #tabdeeli slogan? #Shame on the minister for making a joke of such a tragic incident leaving hundreds dead and injured and thousands homeless. #earthquake #firdousashiqawan","Is this high handedness? Oregon is this the level they will crouch to, to prove something as ridiculous as their # tabdeeli catchword? # Shame on the minister for making a prank of such a tragic incident leaving hundreds stagnant and injured and thousands homeless. # seism # firdousashiqawan",Is this arrogance? Or is this the level at which they will bend down to demonstrate something as ridiculous as their # tabdeeli slogan? # Shame on the minister for making a joke about such a tragic incident in which hundreds were killed and injured and thousands made homeless. # Earthquake # firdousashiqawan
4,100+ aftershocks since the 7.1 this morning. Basically the #earth is having multiples and I cant get a text back. #earthquake #shakeitup,hundred + aftershock since the 7. 1 this morning. Basically the # earth comprise suffer multiple and Unity cant set out a text backwards. # earthquake # shakeitup,"More than 100 aftershocks since 7.1 this morning. Basically, the # Earth has a multiple and I don't get a text back. # earthquake # shakeitup"
8,"URGENT! We need food for 400! Location: High Court, Ernakulam Contact: Sonia +91 9562470933 These people havent eaten all day. Out of camps, trying to rebuild their lives Please HELP! #KeralaSOS #Resources #KeralaFloodRelief","URGENT! We need food for 400! Location: High Court of law, Ernakulam Contact: Sonia + ninety one 9562470933 These people havent eaten all clarence day. Out of camps, trying to reconstruct their life Please aid! # KeralaSOS # Resource # KeralaFloodRelief","Urgent! We need food for 400! Location: High Court, Ernakulam Contact: Sonia + 91 9562470933 These people have not eaten all day. Leave the camps and try to rebuild their lives Please help! # KeralaSOS # Resources # KeralaFloodRelief"
7,Those poor evacuees cant catch a break.,Those short evacuees slant enamour a break.,These poor evacuees can't take a break.
3,[ARTICLE] 170920 Monsta X Praying that Mexico Will Recover From Earthquake Meaningful Award Speech (Soribada Awards) via. BlueMoonRiver_,[ ARTICLE] 170920 Monsta X Praying that United mexican states Will Recover From Earthquake Meaningful Honor Words (Soribada Laurels) via. BlueMoonRiver_,[ARTICLE] 170920 Monsta X Praying that Mexico Will Recovery from Earthquake Meaningful Award Speech (Soribada Awards) via. BlueMoonRiver _
1,RT @ScientologyVM: #MexicoEarthquake Update: Young Girl is Rescued From Her Collapsed School #LosTopos,RT @ ScientologyVM: # MexicoEarthquake Update: Whitney young Miss be Rescued From Her Collapsed School day # LosTopos,RT @ ScientologyVM: # MexicoEarthquake Update: Young girl rescued from collapsed school # LosTopos
2,Ecuador earthquake. video inside an aparment: The catastrophic earthquake that destroyed buildings in Ecuador,Ecuador earthquake. video recording inside an aparment: The ruinous seism that destroy buildings in Republic of ecuador,Ecuador Earthquake. Video in an apartment: The catastrophic earthquake that destroyed buildings in Ecuador
3,Helping for relief camps at kollam and ALLAPUZHA. Team Bharatgas Trivandrum led by @Dharmasanstha Bharatgas ready with food water and support material for relief camps.#KeralaFloodRelief @BPCLimited @BPCLLPG @singharunbpcl @ISrinivasRao2 @CMOKerala @dpradhanbjp @AshutoshJindalS,Help for relief camp at kollam and ALLAPUZHA. Team Bharatgas Trivandrum led by @ Dharmasanstha Bharatgas ready with nutrient water and support material for relief camps. # KeralaFloodRelief @ BPCLimited @ BPCLLPG @ singharunbpcl @ ISrinivasRao2 @ CMOKerala @ dpradhanbjp @ AshutoshJindalS,Help for the relief camps in Kollam and ALLAPUZHA. Team Bharatgas Trivandrum under the leadership of @ Dharmasanstha Bharatgas ready with food and supplies for the relief camps. # KeralaFloodRelief @ BPCLimited @ BPCLPG @ singharunbpcl @ ISrinivasRao2 @ CMOKerala @ dpradhanbjp @ AshutoshJindalS
1,"In the last 48 hours, 500 + @CruzRojz_Mx volunteers &amp; staff have been active in search, rescue, first aid &amp; medical care. #MexicoEarthquake","In the last 48 hour, 500 + @ CruzRojz_Mx unpaid worker & adenylic acid; staff have been active in hunting, rescue, world class assist & a; aesculapian care. # MexicoEarthquake","Over the past 48 hours, 500 + @ CruzRojz _ Mx Volunteers & amp; Staff have been active in the search, rescue, first aid & amp; medical care. # MexicoEarthquake"
4,"RT @exokonic: Massive earthquake in Japan &amp; Ecuador, huge tornado in Uruguay, volcano eruptions in Chile &amp; Mexico+(tsunami warnings) Prayin","RT @ exokonic: Monolithic seism in Japanese islands & adenylic acid; Republic of ecuador, huge tornado in Uruguay, volcano eruptions in Chile & amp; Mexico + (tsunami monition) Prayin","RT @ exokonic: Massive earthquake in Japan & amp; Ecuador, huge tornado in Uruguay, volcanic eruptions in Chile & amp; Mexico + (tsunami warnings) Prayin"
4,Kerala Flood Live Updates: PM Modi Surveys Flood-Hit Kerala After High Level Meeting,Kerala Deluge Live Updates: PM Modi Surveys Flood - Collision Kerala After Senior high Level Meeting,Live updates on the floods in Kerala: Prime Minister Modi enquires about high-level meeting on the floods in Kerala
8,#Kerala needs your help to get back up on its feet. Let us get together and support our countrymen in these terrible times of need by donating as much as we can in all our capacities. #KeralaFloodRelief #Keralafloods #Udayabhanu #Donate #WorldHumanitarianDay #KeralaReliefFund,# Kerala need your help to bewilder back up on its feet. Let u get together and fend for our countryman in these terrible metre of need by donating as much as we can in all our mental ability. # KeralaFloodRelief # Keralafloods # Udayabhanu # Donate # WorldHumanitarianDay # KeralaReliefFund,# Kerala needs your help to get back on its feet. Let's come together and support our compatriots in these terrible times of need by donating as much as we can. # KeralaFloodRelief # Keralafloods # Udayabhanu # Donate # WorldHumanitarianDay # KeralaReliefFund
4,"BURN AREAS BRACE FOR NEXT DISASTER: Heavy rain will fall on the area ravaged by the Camp Fire over the next few days possibly leading to deadly flash flooding, mudslides and dangerous debris","BURN AREAS orthodontic braces FOR NEXT DISASTER: Heavy rainwater will shine on the area ravaged by the Camp Fire all over the next few days possibly leading to deadly tacky flooding, mudslides and severe debris","BURN AREAS BRACE FOR NEXT DISASTER: Over the next few days, the area devastated by the campfire will experience heavy rains that could lead to deadly flash floods, mudslides and dangerous debris."
1,"@realshoaibmalik Help Kerala, Donate! #IndiaForKerala A/C Number- 67319948232 IFSC: SBIN0070028 Branch: City Branch, TVM Bank: State Bank of India #KeralaFloodRelief #KeralaSOS #KeralaRains","@ realshoaibmalik Help Kerala, Donate! # IndiaForKerala A / Century Number - 67319948232 IFSC: SBIN0070028 Branch: City Subdivision, TVM Money box: Res publica Camber of Republic of india # KeralaFloodRelief # KeralaSOS # KeralaRains","@ realshoaibmalik Help Kerala, Donate! # IndiaForKerala A / C number- 67319948232 IFSC: SBIN0070028 Branch: City Branch, TVM Bank: State Bank of India # KeralaFloodRelief # KeralaSOS # KeralaRains"
2,Check out: Miley Cyrus’ House Burns Down During California Fires,Agree out: Miley Cyrus the younger ’ House Burn Down During California Fires,Read here: Miley Cyrus' home burns down in California fires
7,"Forest fires? He definitely needs something! To be kind, Im calling it a geography lesson. (Meanwhile, more than 200,000 people were forced from their homes in opulent communities where some folks actually voted for @realDonaldTrump He should face mandatory evacuation.)","Timberland fires? Helium definitely needs something! To be variety, Im calling information technology a geography lesson. (Meantime, more than 200, 000 people were force from their homes in opulent communities where some folks actually voted for @ realDonaldTrump He should face mandatory emptying. )","Wildfires? He definitely needs something! To be kind, I call it a geography lesson. (Meanwhile, more than 200,000 people have been evicted from their homes in opulent communities where some people have actually voted for @ realDonaldTrump.)"
8,RT @suryasuresh424: Kodagu flood Save koduku and kerala Share guys lets help them,RT @ suryasuresh424: Kodagu flood Save koduku and kerala Ploughshare guys lets help them,RT @ suryasuresh424: Kodagu Flood Rescue Koduku and Kerala
6,#BREAKING Death toll in #Ecuador quake now 413.,# breakage Death toll in # Republic of ecuador seism right away 413.,# BREAKING The death toll from the # Ecuador quake has now risen to 413.
7,"Screw displaced Americans , they parasites are invading America,they have to be the top priority! The Left truly hates Americans!","Screw send away Americans, they leech are invade America, they suffer to be the top precedence! The Left truly hatred American english!","Screw the displaced Americans together, they are parasites invading America, they must be the top priority! The left really hates the Americans!"
2,#eqnz Weve had a big one. Severe damage in the South Island and Wellington is not good either. We are safe in Dunedin.,# eqnz Weve have a big 1. Serious damage in the South Island and Wellington equal not good either. We are good in Dunedin.,# eqnz We had a lot of damage. Serious damage on the South Island and in Wellington is not good either. We are safe in Dunedin.
4,"For survivors and neighbors of California #wildfires, the next danger could come from water, says #UBuffalo disaster response expert Chris Renschler. Mud flows and flash flooding will be a risk when the rains come.  @UBCAS @rfsuny","For survivors and neighbors of California # wildfire, the next danger could arrive from body of water, says # UBuffalo disaster response expert Chris Renschler. Mud flows and loud implosion therapy will embody a risk when the rains come. @ UBCAS @ rfsuny","For survivors and neighbors of # wildfires in California, the next danger could be water, says # UBCAS disaster response expert Chris Renschler. Mudflows and flash floods are a risk when the rains come. @ UBCAS @ rfsuny"
3,Well that was the biggest/longest earthquake Ive felt.. Hoping everyone is safe x #eqnz,Advantageously that exist the heavy / longest temblor Ive felt. . Hop skip everyone is safe x # eqnz,Well this was the biggest / longest earthquake I have felt.. Hope everyone is safe x # eqnz
4,Fire season is starting early. Be ready #Lantzville #Nanamio do you have a plan and 72 hours of supplies?,Fire time of year is bulge early. Be quick # Lantzville # Nanamio serve you have a plan and 72 hours of supplies?,"The fire season starts early. Be ready # Lantzville # Nanamio, do you have a plan and 72 hours of supplies?"
3,#SaveKerala #KeralaFloodRelief @RSSorg Kerala Prant Sanghachalak&amp;Prant Karayavah appeal to the Nation to rise to the occasion by lending your helping hands to the victims of #KeralaFloods Donate generously to #SevaBharati flood relief fund @narendramodi @PMOIndia,# SaveKerala # KeralaFloodRelief @ RSSorg Kerala Prant Sanghachalak & amp; Prant Karayavah appeal to the Nation to rise to the affair by contribute your helping hands to the victims of # KeralaFloods Donate liberally to # SevaBharati flood relief investment company @ narendramodi @ PMOIndia,# SaveKerala # KeralaFloodRelief @ RSSorg Kerala Prant Sanghachalak & amp; Prant Karayavah appeals to the nation to rise to the challenge by offering your helping hands to the victims of the # KeralaFloods Donate generously to # SevaBharati Flood Fund @ narendramodi @ PMOIndia
4,RT @B911Nature: Mexico City Following Major 7.1 Magnitude Earthquake,RT @ B911Nature: United mexican states Urban center Following Major 7. 1 Order of magnitude Earthquake,RT @ B911Nature: Mexico City hit by powerful 7.1 magnitude earthquake
7,All of the celebrities who have evacuated their homes as wildfires spread across California,All of the renown world health organization have evacuated their homes as wildfires open across California,Celebrities who evacuated their homes as wildfires spread in California
7,"Homes are evacuated near Gold Bar, Wash., as a wildfire spreads to over 30 acres. Photo by Snocountyfire7","Homes be evacuate dear Gold Bar, Wash. , as a wildfire spreads to over 30 acres. Exposure by Snocountyfire7","Homes are evacuated near Gold Bar, Wash. as a wildfire spreads to more than 30 acres. Photo: Snocountyfire7"
1,Rescue workers recover the body of the last person known to be missing after the Mexico City earthquake,Rescue worker recover the consistency of the final soul love to be missing after the Mexico City earthquake,Rescuers recover the body of the last missing person after Mexico City earthquake
4,Nebraska Severe Weather Awareness Week continues today with the topic of Tornadoes. Do you know what to do if a Tornado Warning is issued for your area or you see a tornado? NOW is the time to make a plan! Use the TEST Tornado Warning today to practice your plan. #newx #swaw,Nebraska Severe Weather Cognisance Week continues today with the topic of Crack cocaine. Do you screw what to do if a Tornado Warning is cut for your area or you picture a tornado? NOW is the time to make a plan! Practice the TEST Tornado Warning today to practice your plan. # newx # swaw,Nebraska Severe Weather Awareness Week continues today with the topic of tornadoes. Do you know what to do when a tornado warning is issued for your region or you see a tornado? Now is the time to make a plan! Use the TEST tornado warning today to practice your plan. # newx # swaw
1,"RT @atuljose: #Chengannur Rescue Boats 3 7507582017, 9567625824, 9746239982, 9946191031, 7510976989, 9526381575 #keralafloods #keralafloods","RT @ atuljose: # Chengannur Rescue Sauceboat three 7507582017, 9567625824, 9746239982, 9946191031, 7510976989, 9526381575 # keralafloods # keralafloods","RT @ atuljose: # Chengannur Lifeboats 3 7507582017, 9567625824, 9746239982, 9946191031, 7510976989, 9526381575 # keralafloods # keralafloods"
6,"CAMP FIRE: 14 additional bodies located, death toll rises to 23","summer camp FIRE: 14 extra body located, death toll rises to xxiii","CAMP FIRE: 14 more bodies found, death toll rises to 23"
6,"#EarthquakeInPak death toll risen to 38, over 500 injured #Pakistan","# EarthquakeInPak death toll risen to 38, over 500 injured # Pakistan","# EarthquakeInPak Death toll rises to 38, over 500 injured # Pakistan"
2,Says the community has checked on each other everyone is okay but houses are very damaged. Roads are damaged and trees down. #eqnz,Says the community has learn on each other everyone is okay but house are rattling damaged. Roads exist damage and tree diagram refine. # eqnz,"According to the municipality, everything is fine, but houses are badly damaged, roads damaged and trees toppled. # eqnz"
6,PG&amp;E CAUSES THE FIRES THAT KILLED 60 PEOPLE SO FAR AND THE TAXPAYERS IN CALIFORNIA WILL BEAR THE COSTS. PLEASE STOP THE GOVERNMENTS MADNESS! California throws lifeline to PG&amp;E for wildfires,PG & amp; E CAUSES THE fire THAT KILLED 60 hoi polloi soh FAR AND THE TAXPAYERS IN CALIFORNIA leave BEAR THE COSTS. PLEASE STOP THE GOVERNMENTS hydrophobia! California throws lifeline to PG & amp; East for wildfires,PG & amp; E Causes the fires that have killed 60 people far away and taxpayers in Kalimornia will bear the cost. PLEASE STOP MADNESS GOVERNMENTS! California Throws a lifeline to PG & amp; E for wildfires
3,6.1 recode may Allah forgive our sins #earthquake,6. ane recode may Allah forgive our sins # seism,6.1 Recode May Allah forgive our sins # earthquake
7,Alberta wildfire bigger than New York City as evacuees airlifted: The wildfires ravaging Canadas oil hub in,Alberta wildfire bigger than New York City as evacuees airlifted: The wildfires ravaging Canada oil hub in,Alberta wildfire bigger than New York City as aerial evacuees: Wildfires devastate Canada's oil hub
7,"evacuation complete in SNIMS , Chalakka , Ernakulam  over 700  all patients , students &amp; staff have reached manjally camp. 6 Or 7 security remaining in campus. Message from Director of medical college .. Welldone Navy .. #KeralaFloods @nsitharaman","voidance complete in SNIMS, Chalakka, Ernakulam all over 700 all patient, students & amp; faculty have reached manjally camp. 6 Oregon 7 security remaining in campus. Content from Music director of medical college. . Welldone Navy. . # KeralaFloods @ nsitharaman","Evacuation completed in SNIMS, Chalakka, Ernakulam over 700 patients, students & amp; staff have reached the camp. 6 or 7 remaining security guards on campus. Message from the Director of Medical College.. Welldone Navy.. # KeralaFloods @ nsitharaman"
7,Evacuation order expand  #dumbtrudeau no we dont need international help. #transnotley no looks good. Fire them!,Excreting order expand # dumbtrudeau no we dont need outside helper. # transnotley no looks good. Enkindle them!,Extend evacuation order # dumbtrudeau no we don't need international help. # transnotley no looks good. Release them!
8,"Need very urgent help 4000 peoples trapped in north paravoor , chirayam, paanayikkulam Most of them are children.. they are in critical situation! Including  church and st.joseph church. 8089788023 #KeralaFloods #KeralaFloodRelief #DoForKerala","Need very pressing help 4000 peoples trapped in north paravoor, chirayam, paanayikkulam Most of them are kid. . they are in decisive site! Including church building and st. joseph church. 8089788023 # KeralaFloods # KeralaFloodRelief # DoForKerala","Need urgent help 4000 people who are trapped in the north paravoor, chirayam, paanayikkulam Most of them are children.. they are in a critical situation! Including church and st.joseph church. 8089788023 # KeralaFloodRelief # KeralaFloodRelief # DoForKerala"
3,#prayforitaly a little help to support The Italian People shocked from devastating earthquake,# prayforitaly a piddling help to suffer The Italian People shock from devastating earthquake,# prayforitaly a little help to support the Italian people shocked by the devastating earthquake
2,RT @HuttNZ: Petone wharf damage #Hutt following #eqnz,RT @ HuttNZ: Petone pier damage # Hutt following # eqnz,RT @ HuttNZ: Petone Kai damage # Hutt to # eqnz
3,"The Futbol World Pays Tribute to the Victims of Ecuador’s Earthquake: On Saturday evening, a devastating","The Futbol Universe Pays Testimonial to the Dupe of Ecuador ’ s Quake: On Saturday evening, a devastating","The Futbol world pays tribute to the victims of the earthquake in Ecuador: On Saturday evening, a devastating earthquake"
4,RT @grantrobertson1: Had a query on where CBD residents can go if building unsafe- emergency centres Biz Dojo 115 Tory St+Loaves+Fishes nex,RT @ grantrobertson1: Had a query on where CBD resident can go if construction unsafe - emergency centres Biz Dojo cxv Tory St + Loaf of bread + Fish nex,RT @ grantrobertson1: Had a question about where CBD residents can go when unsafe emergency call centres are being built Biz Dojo 115 Tory St + loaves + fishes
2,RT @GlobalEdmonton: Fort McMurray wildfire: satellite maps show the damage @Emily_Mertz has the details #ymmfire #ymm,RT @ GlobalEdmonton: Fort McMurray wildfire: planet maps show up the damage @ Emily_Mertz have the detail # ymmfire # ymm,RT @ GlobalEdmonton: Fort McMurray wildfire: Satellite maps show the damage @ Emily _ Mertz has the details # ymmfire # ymm
1,"Mr.Modi, Please divert the 10000 crores alloted for the Chennai-Salem 8-lane project to Kerala flood relief and rehabilitation. We shall go to Salem with a delay of one hour. -Tamil People #Tamilnadu4Kerala #KeralaFlood #KeralaDeluge","Mr. Modi, Please divert the 10000 crores mete out for the Madras - Salem eighter from decatur - lane project to Kerala deluge relief and rehabilitation. We shall go to Salem with a wait of one hour. - Tamil People # Tamilnadu4Kerala # KeralaFlood # KeralaDeluge","Mr Modi, please redirect the 10,000 crore earmarked for the eight-lane Chennai-Salem project to Kerala for flood relief and rehabilitation. We will go to Salem with a one-hour delay. -Tamil People # Tamilnadu4Kerala # KeralaFlood # KeralaFlood"
6,"#Flooding &amp; landslides triggered by monsoon rains kill 100, force 20,000 from their homes in #SriLanka. Military called in for #Rescue ops","# Implosion therapy & adenylic acid; landslides set off by monsoon rains kill hundred, force 20, 000 from their homes in # SriLanka. Armed services promise in for # Rescue ops","Floods & amp; landslides triggered by monsoon rains kill 100 people and force 20,000 from their homes in # Sri Lanka."
1,"To all my friends. Please donate to help GSE provide water, food and shelter to my community. You know Ecuador","To all my friends. Please donate to help GSE allow for water, food for thought and protection to my biotic community. You know Ecuador","To all my friends. Please donate to help GSE provide water, food and shelter to my community."
6,"#CampFire kills 23, becoming #Californias deadliest #wildfire since 1991","# CampFire kill xxiii, get # California deadliest # wildfire since 1991",# CampFire kills 23 and becomes # California's deadliest # wildfire since 1991
1,Israeli NGO Sends Aid to Fire Hit California,Israeli nongovernmental organization Sends Aid to Fire Collision California,Israeli NGO Sends Fire Aid to California
2,"Week of Compassion is sharing word about the fires in California. As I understand it, First Christian Church of Paradise was destroyed. The fire is approaching Chico, where we have a Disciples church. In Southern","Hebdomad of Compassion is share give and take about the fire in California. As Ace understand it, First Christian Church of Paradise was destroy. The fire is approach Chico, where we have a Adherent christian church. In Southern","The Week of Compassion tells us about the fires in California. As I understand it, the first Christian paradise church was destroyed, and the fire is approaching Chico, where we have a disciple church."
8,"RT @mbuntingrd: I need help finding out whether my house is still standing after Camp Fire. Old Magalia, Sugar Pine dr. 13775? Thanks for a","RT @ mbuntingrd: Atomic number 53 need help find out verboten whether my theatre be nonetheless standing after Camp Flack. Old Magalia, Sugar Pine dr. 13775? Thanks for a","RT @ mbuntingrd: I need help to find out if my house is still standing after the campfire. Old Magalia, Sugar Pine dr. 13775? Thanks for a"
6,What makes a California #WILDFIRE the worst? Deaths and size  #GPWX,What makes a Calif. # WILDFIRE the bad? Deaths and size # GPWX,What makes a California # WILDFIRE the worst? Deaths and Size # GPWX
5,"RT @skarlamangla: dear world, these are two very different fires love, California","RT @ skarlamangla: pricy public, these constitute two very different fires do it, California","RT @ skarlamangla: Dear world, these are two very different fire love, California"
2,Update on Ecuadors Tourism Infrastructure following 7.8-magnitude Earthquake -  (press,Update on Ecuador Tourism Infrastructure following 7. 8 - order of magnitude Seism - (pressing,Updating Ecuador's tourism infrastructure following the 7.8 magnitude earthquake - (press)
4,"RT @HareemJanbaz: Everyone take care of your self!! In next 24 hours, after shocks are possible!! Take caree alll!! Plxx #Earthquake","RT @ HareemJanbaz: Everyone take care of your ego! ! In future xxiv hour, after shocks are possible! ! Take caree alll! ! Plxx # Quake",RT @ HareemJanbaz: Everyone takes care of themselves!! In the next 24 hours after tremors are possible!! Caution alll!! Plxx # earthquake
1,Political parties can accept Foreign funding.. Cannot bring back Nirav Modi &amp; Vijay Mallya.. Can take 1 lakh crore Japanese loan for Bullet train.. Companies can accept foreign investment.. But Flood-ravaged Kerala cant receive foreign aid.. #LetKeralaLive,Political political party give notice accept Foreign funding. . Cannot work back Nirav Modi & amp; Vijay Mallya. . Put up take 1 lakh crore Japanese loan for Heater caravan. . Companies can have foreign investment. . But Flood - ravaged Kerala cant receive foreign aid. . # LetKeralaLive,Political parties can accept foreign funding.. Can't bring back Nirav Modi & amp; Vijay Mallya.. Can take 1 lakh crore Japanese credit for bullet train.. Businesses can accept foreign investment.. But flooded Kerala can't get foreign aid.. # LetKeralaLive
8,"My friend Deepa Joseph along with 400 to 500 people are stranded in a camp at flat under construction at kadukutty, annanadu, chalakudy, please help them asap, they dont have food or water or means of communication #KeralaFloods @indiannavy @CMOKerala @asianetnewstv plz rescueὤF","My friend Deepa Joseph along with four hundred to 500 people are stranded in a camp at prostrate under construction at kadukutty, annanadu, chalakudy, please assist them asap, they dont have food oregon water oregon means of communication # KeralaFloods @ indiannavy @ CMOKerala @ asianetnewstv plz rescueὤF","My friend Deepa Joseph is stranded with 400 to 500 people in a camp in an apartment under construction in Kadukutty, Annanadu, Chalakudy, please help them as soon as possible, they have no food, water or means of communication # KeralaFloods @ indiannavy @ CMOKerala @ asianetnewstv plz rescueF"
6,"RT @RT_com: URGENT: 6.2 aftershock shakes New Zealand after powerful 7.8 earthquake, kills at least 2  /","RT @ RT_com: URGENT: 6. deuce aftershock shakes New Zealand after powerful 7. octonary quake, kills at least two /","RT @ RT _ com: Urgent: 6.2 aftershock shakes New Zealand after powerful 7.8-magnitude earthquake, kills at least 2 /"
4,*UPDATE* The Winter Weather Advisory now includes several additional counties in western Nebraska until 1 AM CDT Saturday morning. Areas of heavy snow/mixed precipitation may continue through the day. Use extreme caution if driving in these conditions. #NEwx,* UPDATE * The Winter Weather Advisory now includes various additional counties in western Nebraska until 1 AM CDT Saturday morning. Areas of grueling snow / mixed precipitation english hawthorn continue through the day. Use extreme forethought if driving in these conditions. # NEwx,* UPDATE * The Winter Weather Advisory now covers several other counties in western Nebraska through 1 a.m. CDT Saturday morning. Areas of heavy snowfall / mixed precipitation may persist throughout the day.
2,἟3἟F Wellingtons Interislander Ferry passenger bridge has been swept away. It was damaged in the quake. #eqnz #nzearthquake #nzquake,἟ terzetto ἟ F Wellingtons Interislander Ferry passenger span has be swept aside. It was damaged in the quake. # eqnz # nzearthquake # nzquake,The passenger bridge of 3F Wellington's Interislander Ferry was swept away and damaged in the quake. # eqnz # nzearthquake # nzquake
2,"Camp Fire, Butte county , CA, 9 fatalities, 90,000 acres, 5% contained, 6454 homes destroyed, 15,000 structures threatened.","Camp Flak, Butte county, CA, 9 human death, ninety, 000 acres, fin% contained, 6454 dwelling house destruct, 15, 000 structure peril.","Camp Fire, Butte County, CA, 9 dead, 90,000 acres, 5% contained, 6454 homes destroyed, 15,000 buildings threatened."
1,RT @JonReynolds6: Iowa farmers send relief and love to aid Nebraska flood victims,RT @ JonReynolds6: Iowa farmers direct relief and be intimate to assist Nebraska flood victim,RT @ JonReynolds6: Iowa farmers send help and love to Nebraska flood victims
6,"Mexico earthquake: Death toll rises to at least 217 people, including school children found","United mexican states seism: Expiry toll rises to at least 217 multitude, including school children found","Mexico earthquake: Death toll rises to at least 217, including schoolchildren"
3,"RT @BGEAC: Pray For Ecuador, Relief Efforts After 7.8 Earthquake - asks @Franklin_Graham","RT @ BGEAC: Pray For Ecuador, Relief Exploit After sevener. 8 Earthquake - asks @ Franklin_Graham","RT @ BGEAC: Pray for Ecuador, relief efforts after 7.8 magnitude earthquake - asks @ Franklin _ Graham"
6,California fires death toll: Deadliest fires in state history kill 58 – latest updates,Ca fire expiry cost: Deadliest fire in state history kill 58 – latest updates,California fires: Deadliest fire in state's history kills 58
8,#Sarkar please donate #KeralaFloodRelief #AsianGames2018 #KeralaFloods,# Sarkar please donate # KeralaFloodRelief # AsianGames2018 # KeralaFloods,# Sarkar please donate # KeralaFloodRelief # AsianGames2018 # KeralaFloodRelief
3,RT @bieberrfenty: this is so heartbreaking..my prayers to everyone who was affected by the earthquake #PrayForItaly,RT @ bieberrfenty: this is so grievous. . my prayer to everyone world health organization be affected by the temblor # PrayForItaly,RT @ bieberrfenty: This is so heartbreaking.. my prayers to everyone affected by the earthquake # PrayForItaly
